session_id,target
1,3.9311118598561734e-05
2,7.5287148320057895e-06
3,0.0002624304033815861
4,7.115334028640063e-07
5,7.722611917415634e-05
6,1.6572715235091934e-06
7,0.000217943248571828
8,0.0034098324929931474
9,1.4281662515713833e-05
10,1.955743573489599e-05
11,0.00020628728802645356
12,2.0678228338510962e-06
13,2.5504083035108082e-06
14,1.2376120139379054e-05
15,0.0008012711768969893
16,1.3250014490040485e-05
17,0.00032311020955807477
18,1.5883613286860054e-06
19,0.00017120710981544107
20,3.495439841572079e-06
21,0.009535127319395542
22,3.958812296548379e-08
23,4.0850223740562797e-05
24,0.004596973769366741
25,0.00024783966364338994
26,0.0007119708461686969
27,1.2800896001863293e-05
28,6.820104772486957e-06
29,0.0030696296598762274
30,0.014086105860769749
31,0.00023370349781158732
32,0.000647036184091121
33,1.0588944860501215e-05
34,2.072797924353148e-10
35,0.0005011523026041687
36,5.956432686195135e-09
37,4.717894341865758e-08
38,4.9173195293406025e-06
39,0.0009897262789309025
40,1.261285547116131e-06
41,0.00016711398773310547
42,0.0005465801223181188
43,0.0001293522655032575
44,2.5705344341986347e-06
45,0.02590141072869301
46,0.01117420188086883
47,2.1605781512334943e-05
48,3.63970093530952e-06
49,0.001263244659639895
50,3.9144515540101565e-06
51,1.6809573821774393e-07
52,0.00037057834560982883
53,0.012232284992933273
54,0.0008012711768969893
55,0.00022112457711051517
56,5.163817092138769e-06
57,5.407780008681584e-06
58,8.303020990751975e-07
59,8.100686500256415e-06
60,9.161740231770669e-08
61,5.040808900957927e-06
62,2.127045809174888e-05
63,7.396707189851232e-06
64,0.0004079234289503675
65,8.550618076696992e-06
66,9.590796253178269e-06
67,4.8731126298662275e-05
68,0.003290262073278427
69,0.0004350516537670046
70,1.7946909047686578e-08
71,0.00038786194991153374
72,0.0008012711768969893
73,0.0014497741090187175
74,0.0007447368698194623
75,1.0434598152642138e-05
76,0.0010520222131162882
77,0.0008012711768969893
78,2.6504527226534978e-08
79,0.00011875377094838768
80,4.673770774843433e-07
81,1.4711598851135932e-05
82,0.00011210265074623749
83,1.1428850594768016e-06
84,0.03991006322331072
85,6.0398255300242454e-05
86,8.550618076696992e-06
87,0.007466542208979587
88,3.265988198108971e-05
89,0.000217943248571828
90,0.013605332896142608
91,8.337058716278989e-06
92,1.25962549191172e-06
93,0.01453295833519341
94,2.4404795112786815e-05
95,0.0010056084720417857
96,7.03934802004369e-06
97,0.005911951841994714
98,1.4184258816385409e-06
99,9.102670446736738e-06
100,2.9347447970272932e-05
101,3.802126911978121e-06
102,0.002664787694811821
103,1.8258371710544452e-05
104,9.495183803664986e-06
105,2.4623678298802533e-09
106,1.6422749467892572e-05
107,0.0005982315633445978
108,0.00038247189807481054
109,2.594737907202216e-06
110,5.877659780817061e-08
111,3.3578105359315926e-05
112,8.948566687649873e-07
113,7.273009032360278e-06
114,1.876876467576949e-06
115,3.4938334465550724e-06
116,1.2348805911629108e-09
117,1.5715455447207205e-05
118,9.783483647431679e-06
119,7.310720775421942e-06
120,0.0008012711768969893
121,1.8998663335878518e-06
122,8.100686500256415e-06
123,3.914627086487599e-06
124,0.000582748523242136
125,0.004730436485260725
126,4.926350356981857e-06
127,6.155624419079686e-07
128,4.022457233077148e-06
129,0.00037052572588436306
130,0.007006730884313583
131,6.44137617200613e-05
132,0.0008012711768969893
133,8.504623221853435e-11
134,5.298107134876773e-05
135,1.7766182054401725e-06
136,0.00010011069468351106
137,1.3325754480320029e-05
138,0.0009013678063638508
139,7.03934802004369e-06
140,1.0663042303349357e-05
141,1.117483066082059e-06
142,4.022457233077148e-06
143,2.084096377075184e-05
144,0.0017420490039512515
145,2.1225888110789888e-06
146,3.497365833027288e-05
147,4.022457233077148e-06
148,0.0004115844025083104
149,0.000217943248571828
150,0.0012358675012364984
151,4.868297764915042e-07
152,0.012648640587461995
153,1.226073618454393e-05
154,9.23088828130858e-06
155,4.083300518686883e-05
156,8.100686500256415e-06
157,4.022457233077148e-06
158,0.0006562298097589936
159,0.00018939354049507529
160,5.669109214068158e-06
161,0.00032108034373127945
162,7.924535748315975e-05
163,0.007909041829407215
164,0.0007407469674944878
165,2.8480627483933504e-05
166,3.0084263471508166e-06
167,0.002545355586335063
168,0.000217943248571828
169,0.000217943248571828
170,0.00015332858311012387
171,0.0002672541595529765
172,0.0003444961052030851
173,6.638071575764014e-07
174,0.00018902641022577882
175,0.031564941897804594
176,0.0007589562674045363
177,3.9767852319332097e-10
178,0.00021300617974263724
179,1.4541800737788435e-05
180,0.000217943248571828
181,9.571876944391988e-07
182,3.839237251668237e-06
183,1.390156103298068e-05
184,0.00020377970940899104
185,7.628401363035664e-06
186,0.012856865301728249
187,5.669109214068158e-06
188,7.03934802004369e-06
189,0.0005959117552265525
190,1.8223214283352718e-05
191,5.669109214068158e-06
192,2.9031618851149688e-06
193,0.00013533108813019976
194,2.0398726974235615e-06
195,1.5271118172677234e-05
196,9.97511378955096e-05
197,1.1277483936542258e-05
198,0.0010636354563757777
199,0.0008386743720620871
200,1.2203086953377351e-05
201,0.0008012711768969893
202,0.00022721922141499817
203,7.03934802004369e-06
204,1.1366805665602442e-05
205,0.0029795223381370306
206,2.141312549497343e-08
207,0.0004019350162707269
208,7.103637472027913e-06
209,1.3588362435257295e-06
210,0.013951157686022111
211,7.145846029743552e-05
212,0.000263730584369237
213,1.261285547116131e-06
214,3.2617966417564263e-05
215,6.90203114572796e-06
216,0.0012907258933410048
217,0.0063064001525858695
218,0.0007745617185719311
219,3.0033503207960166e-05
220,0.00042358205630878764
221,7.9997260301223e-05
222,4.420992638642929e-07
223,0.002027088077738881
224,0.0009897262789309025
225,0.005277322139590979
226,0.00040593402581149996
227,0.006629927061946658
228,0.00033574760891497135
229,6.77838488627458e-06
230,6.844621846163336e-05
231,2.9178674594732e-05
232,1.7528880277183228e-06
233,5.842524125589446e-06
234,0.00018832498562753642
235,0.00016430416144430637
236,3.696481826409581e-06
237,8.078739454030866e-05
