session_id,target
1,0.0028801975158411217
2,5.8713916809785066e-06
3,7.477803700934443e-06
4,0.0020107652095568145
5,0.012307548180123588
6,0.002739226020420854
7,0.018438615017870835
8,0.0006111444718609887
9,0.002432747807811806
10,0.0030267240171713873
11,0.008944908093872113
12,0.0008782298563664484
13,0.0007710577273451329
14,0.004500152295180615
15,0.0038347747332636737
16,0.002944860670397646
17,0.0002890486575072326
18,0.0017304947575229295
19,4.754910628478107e-05
20,2.7785863291275777e-07
21,0.012132919022768831
22,5.786695619762083e-79
23,0.0005904218918396035
24,0.03920568597911284
25,0.02327768671606972
26,0.009063209095741747
27,0.0022881776684222067
28,0.0002607685641245158
29,0.020883088840890532
30,0.014749248904661253
31,0.00028066750088178523
32,0.012664163287238822
33,0.002313326073290233
34,6.659977424072375e-117
35,0.017059345096359393
36,1.9593441982089224e-13
37,1.1236834837735905e-09
38,1.1361509827076725e-08
39,0.00202180574841257
40,0.0010735925826291992
41,0.00025839420529440214
42,0.03278191364483163
43,0.00809029600542896
44,2.6964745416691915e-05
45,0.003123660991470726
46,0.002430211591454946
47,0.001898369491007162
48,0.0023845766910739244
49,0.010917393258600744
50,0.00023165077936709207
51,0.0008104572687189785
52,0.007103569644572437
53,0.01592368059044124
54,9.7775806073e-11
55,3.588082721975359e-05
56,0.045940039415711204
57,0.0011649113681836702
58,2.610373317043092e-06
59,0.0008283997643313065
60,1.4487299568986441e-18
61,0.0005456460890972443
62,0.001173598031472152
63,0.0006161379802765208
64,0.0034808076843377417
65,0.00026326409955337626
66,4.9815887693951755e-05
67,0.0015738087600283464
68,0.01618806584356309
69,0.017898428564818557
70,0.002316019756749869
71,6.6962459098141096e-06
72,0.006572743046481613
73,0.05259308686052728
74,3.1941062376408292e-06
75,0.0014880140719845862
76,0.00508406397697169
77,3.3719257833781205e-06
78,0.026510954363560758
79,0.0169558016019306
80,2.422499764984618e-05
81,0.00027391174136377164
82,0.054183950867744385
83,5.261787811185422e-08
84,0.029589688873527947
85,0.001027964410314771
86,4.456324354361342e-06
87,0.014281526245460769
88,0.0007958721239447408
89,0.0002173702440105436
90,0.014634674419180038
91,0.002140063621992402
92,0.0016229351580264288
93,0.015381300479634806
94,0.0019990086624590707
95,0.0749016136858626
96,3.0326544046767043e-06
97,0.013674083453111736
98,3.066500488663432e-05
99,1.6671959693890117e-06
100,0.0018342641346413117
101,0.0016798565699373826
102,0.08010315593851984
103,0.0016334241578479796
104,0.0020159255821304034
105,7.285554221942517e-30
106,0.002034185855055196
107,0.007893644360649791
108,0.0001466410984536522
109,0.0002960739509865206
110,6.268711331056934e-10
111,3.623343218233838e-05
112,7.40152028112353e-09
113,0.0007368869635595989
114,0.0010652544570918874
115,0.0005470281120652106
116,7.506824887911555e-35
117,0.0020839207588753215
118,5.912449946089898e-12
119,0.002174633216374938
120,0.00620298674807256
121,0.0026542207420860255
122,4.110250560334461e-05
123,0.0017906740371994789
124,2.4868928990343094e-10
125,0.017867113988043443
126,8.077718337935255e-07
127,0.0004267458937952481
128,0.0012778813286256866
129,0.014225905235723925
130,0.02687229621639528
131,0.0023375955880956785
132,0.021397355432856122
133,0.010651746773968029
134,0.004638113963642843
135,7.222976317368927e-07
136,0.00039325905488136803
137,0.0018710151315189103
138,0.020559191951880378
139,2.5706313914478408e-06
140,0.002423980693123548
141,4.626912402392886e-06
142,1.5677955632542377e-05
143,0.0021814252037853357
144,0.022328282197761312
145,6.188131261171926e-12
146,0.0023654621536980014
147,0.0016108227736167755
148,0.025785793961459413
149,0.015653111608662045
150,0.025690180624033762
151,0.00016045914651622854
152,0.010598616814537684
153,0.0015631980427253328
154,0.0007711865196448884
155,0.008280052418114317
156,4.254556111180026e-05
157,0.0004503762863610149
158,0.002998058892779888
159,0.00046556605588297505
