2934215,South Africa,Interest > Parenting > Daycare and Pre-School,399984,212539
2478413,South Africa,Interest > Economy > Housing Market,393098,184448
4445769,South Africa,Interest > Shopping > Flower Shopping,386805,121452
609980,South Africa,Interest > Business > Business Administration,385919,184081
689158,South Africa,Interest > Personal Celebrations & Life Events > Funeral,385810,160997
3946039,South Africa,Interest > Home & Garden,383324,119200
3298332,South Africa,Interest > Business Banking & Finance > Angel Investment,378697,162538
4147585,South Africa,Interest > Education > Primary Education,378656,189415
2056745,South Africa,Interest > Auto Body Styles > Pickup Trucks,377073,188762
4209038,South Africa,Interest > Rock Music > Alternative Rock,373229,108282
353806,South Africa,Interest > Education > Adult Education,371731,189861
2610394,South Africa,Interest > Home Utilities > Gas and Electric,371422,169992
580841,South Africa,Interest > Real Estate > Industrial Property,368250,171089
940127,South Africa,Interest > Rock Music > Album-oriented Rock,364922,117897
1155078,South Africa,Interest > Automotive,363108,156517
870900,South Africa,Interest > Events and Attractions > Fashion Events,362717,127610
861649,South Africa,Interest > Auto Type > Luxury Cars,361177,143850
2463247,South Africa,Interest > Home Utilities > Phone Services,360187,169793
2408876,South Africa,Interest > Business > Business Accounting & Finance,357315,164264
3912623,South Africa,Interest > Business Banking & Finance > Private Equity,355046,175874
2115396,South Africa,Interest > Economy > Currencies,350569,128923
2442388,South Africa,Interest > Education > Secondary Education,349311,166239
4665887,South Africa,Interest > Video Game Genres > Action-Adventure Video Games,341762,78896
1369795,South Africa,Interest > Religion & Spirituality > Christianity,341484,130473
271729,South Africa,Interest > Olympic Sports,336499,93340
4635435,South Africa,Interest > Diseases and Conditions,331021,131498
3768390,South Africa,Interest > Personal Celebrations & Life Events > Prom,327487,147555
4325201,South Africa,Interest > Television > Special Interest TV,327024,144731
680650,South Africa,Interest > Personal Investing,322239,138765
2449441,South Africa,Interest > Rock Music > Classic Rock,321767,118669
2518660,South Africa,Interest > Religion & Spirituality > Agnosticism,321386,112710
3687422,South Africa,Interest > Adult Contemporary Music,319584,133221
3211676,South Africa,Interest > Internet > Cloud Computing,316449,159932
933402,South Africa,Interest > Olympic Sports > Winter Olympic Sports,314978,87870
3936431,South Africa,Interest > Pets > Dogs,312838,137465
973366,South Africa,Interest > Movies > Horror Movies,312577,94541
4492437,South Africa,Interest > Olympic Sports > Summer Olympic Sports,307398,86122
3409344,South Africa,Interest > Men's Clothing,306545,100754
3382389,South Africa,Interest > Television > Soap Opera TV,302554,109556
2217324,South Africa,Interest > Careers,298164,120406
3524951,South Africa,Interest > Sports > Darts,296828,102574
262117,South Africa,Interest > Religion & Spirituality > Islam,295881,120007
1892032,South Africa,Interest > Business > Small and Medium-sized Business,295741,148465
1311257,South Africa,Interest > Events and Attractions > Awards Shows,295178,84541
1978168,South Africa,Interest > Personal Finance > Personal Taxes,293118,147232
2199238,South Africa,Interest > Family and Relationships > Bereavement,290029,148218
3041168,South Africa,Interest > News and Politics > Law,286551,151663
3282837,South Africa,Interest > Parenting > Internet Safety,286263,160515
3328540,South Africa,Interest > Auto Body Styles > Minivan,284745,154937
1778594,South Africa,Interest > Men's Clothing > Men's Casual Wear,283626,94799
484069,South Africa,Interest > Video Game Genres > Adventure Video Games,280690,100168
3555569,South Africa,Interest > Business Banking & Finance > Business Loans,278718,123309
1717425,South Africa,Interest > Shopping > Gifts and Greetings Cards,277279,89156
238860,South Africa,Interest > Computer Software and Applications,276684,65963
497281,South Africa,Interest > Education > Private School,273034,143300
1107987,South Africa,Interest > Auto Type > Budget Cars,272547,130114
534714,South Africa,"Interest > Music and Audio > Soundtracks, TV and Showtunes",272168,101624
2550241,South Africa,Interest > Events and Attractions > Comedy Events,270662,97520
4022908,South Africa,Interest > Adult Contemporary Music > Urban AC Music,269133,117333
1184582,South Africa,Interest > Auto Body Styles > Coupe,267811,115805
3752269,South Africa,Interest > Travel Type > Business Travel,266341,54757
3737908,South Africa,Interest > Home & Garden > Smart Home,265042,60446
2069245,South Africa,Interest > Events and Attractions > Casinos & Gambling,264364,83953
2152122,South Africa,Interest > Auto Type > Performance Cars,263785,95524
3204450,South Africa,Interest > Travel Type > Family Travel,263103,74776
2010939,South Africa,Interest > Industries > Education industry,262623,125038
4304787,South Africa,Interest > Technology & Computing,261598,104139
3716489,South Africa,Interest > Books and Literature,260219,97041
3018822,South Africa,Interest > Business > Business Utilities,259151,142587
2635408,South Africa,Interest > Auto Body Styles > Station Wagon,258535,112251
1667056,South Africa,Interest > Internet > Social Networking,257296,123270
2667192,South Africa,Interest > Personal Celebrations & Life Events > Birth,256906,108623
2383646,South Africa,Interest > Food & Drink > Dining Out,256096,96060
4680945,South Africa,Interest > Education > Early Childhood Education,253622,130479
506778,South Africa,Interest > Adult Contemporary Music > Soft AC Music,250192,105998
1931307,South Africa,Interest > Men's Clothing > Men's Formal Wear,248270,85132
1528399,South Africa,Interest > Travel Type > Rail Travel,247758,67301
251296,South Africa,Interest > Personal Finance > Consumer Banking,247371,149141
568116,South Africa,Interest > Injuries,246768,121901
1421728,South Africa,Interest > Events and Attractions > Political Event,245621,75901
2289957,South Africa,Interest > Sports > Fishing Sports,244257,63662
3819172,South Africa,Interest > Injuries > First Aid,244012,120591
2238557,South Africa,Interest > Job Search > Job Fairs,240739,95666
1044438,South Africa,Interest > Food & Drink > Vegan Diets,240314,71101
1879824,South Africa,Interest > Women's Clothing,240283,98239
4584714,South Africa,Interest > Business Banking & Finance > Bankruptcy,239308,114140
3677571,South Africa,Interest > Personal Finance > Financial Planning,239014,122182
2252849,South Africa,Interest > Family and Relationships > Dating,235694,85867
2873755,South Africa,Interest > Real Estate > Houses,233418,108057
2309939,South Africa,Interest > Sports > Beach Volleyball,232987,91761
3883991,South Africa,Interest > Home & Garden > Home Security,232056,49885
4395251,South Africa,Interest > Sports > Disabled Sports,228756,95060
889065,South Africa,Interest > Auto Body Styles > Hatchback,228700,77431
1330651,South Africa,Interest > Movies > Fantasy Movies,228357,62443
3752261,South Africa,Interest > Real Estate > Retail Property,227789,93637
2526440,South Africa,Interest > Education > Online Education,227020,115204
3181082,South Africa,Interest > Women's Clothing > Women's Casual Wear,223460,93395
2911428,South Africa,Interest > Careers > Career Advice,222593,84775
3631628,South Africa,Interest > Style & Fashion > Body Art,221469,98650
1021740,South Africa,Interest > Video Game Genres > Simulation Video Games,220601,47327
754831,South Africa,Interest > Economy > Job Market,218217,89537
176893,South Africa,Interest > Movies > Crime and Mystery Movies,215199,74334
41661,South Africa,Interest > Auto Racing,213557,61292
907883,South Africa,Interest > Real Estate > Hotel Properties,213524,88670
4116767,South Africa,Interest > College Sports,211795,90082
2265736,South Africa,Interest > Shopping > Sales and Promotions,209788,73928
3465113,South Africa,Interest > Auto Racing > Motorcycle Sports,209702,60995
3547018,South Africa,Interest > Men's Clothing > Men's Underwear and Sleepwear,208983,74085
1972101,South Africa,Interest > Careers > Apprenticeships,208044,84315
4703464,South Africa,Interest > Business Banking & Finance > Mergers and Acquisitions,206732,93100
315883,South Africa,Interest > Pets > Large Animals,206490,90272
1885334,South Africa,Interest > Sports > Softball,206061,99517
1443626,South Africa,Interest > Travel Type > Air Travel,205152,55852
2106115,South Africa,Interest > Personal Investing > Hedge Funds,203409,85183
2989283,South Africa,Interest > Food & Drink > Vegetarian Diets,203265,58255
295058,South Africa,Interest > Sports > Cricket,202995,74836
2507684,South Africa,Interest > Personal Investing > Mutual Funds,201749,84003
362239,South Africa,Interest > Style & Fashion > Fashion Trends,199775,80605
278787,South Africa,Interest > College Sports > College Football,197906,83683
4515152,South Africa,Interest > Music and Audio > Reggae,196691,74032
3857056,South Africa,Interest > Style & Fashion > Designer Clothing,194201,88793
2260949,South Africa,Interest > Technology & Computing > Virtual Reality,193886,78662
4189168,South Africa,Interest > Economy > Commodities,193023,85612
2276727,South Africa,Interest > Automotive > Auto Safety,192103,100192
1429413,South Africa,Interest > Technology & Computing > Augmented Reality,191671,74634
2718616,South Africa,Interest > Music and Audio > Gospel Music,191632,77791
1915231,South Africa,Interest > Video Game Genres > Strategy Video Games,191427,52329
3928745,South Africa,Interest > Women's Accessories,190802,61107
2004968,South Africa,Interest > Style & Fashion > Children's Clothing,190272,101573
1036655,South Africa,Interest > Careers > Vocational Training,186792,80738
3828882,South Africa,Interest > Religion & Spirituality > Hinduism,185705,77877
2699723,South Africa,Interest > Industries > Legal Services Industry,184982,92619
4535510,South Africa,Interest > Religion & Spirituality > Judaism,183776,76203
3670625,South Africa,Interest > Sports > Table Tennis,181876,42814
4378584,South Africa,Interest > Home & Garden > Home Entertaining,181455,27137
1763640,South Africa,Interest > Sports > Volleyball,180962,62276
1462573,South Africa,Interest > Hobbies & Interests > Antiquing and Antiques,180782,50496
417716,South Africa,Interest > Movies > World Movies,180662,56793
1298778,South Africa,Interest > Personal Investing > Stocks and Bonds,178033,74110
93604,South Africa,Interest > Women's Clothing > Women's Formal Wear,177098,79928
1552951,South Africa,Interest > Movies > Indie and Arthouse Movies,176943,41742
633733,South Africa,Interest > Medical Health,175878,77427
1611133,South Africa,Interest > Men's Clothing > Men's Business Wear,175375,56219
1114523,South Africa,Interest > Pop Culture > Humor and Satire,174616,86878
3864312,South Africa,Interest > Pets > Birds,173889,73281
3568667,South Africa,Interest > Movies > Action and Adventure Movies,173264,57955
852720,South Africa,Interest > Careers > Career Planning,172181,61358
1805936,South Africa,Interest > Pop Culture > Celebrity Homes,171537,68764
3994872,South Africa,Interest > Healthy Living,169784,77282
1993173,South Africa,Interest > Business > Business I.T.,168621,74824
2806010,South Africa,Interest > Pets > Pet Supplies,168503,72516
1321237,South Africa,Interest > Television > Animation TV,166228,48154
3532546,South Africa,Interest > Business > Business Operations,165544,75667
1588989,South Africa,Interest > Industries > Real Estate Industry,164308,83252
4561309,South Africa,Interest > Personal Care,163573,62880
2030216,South Africa,Interest > Real Estate > Vacation Properties,161640,54040
228368,South Africa,Interest > Talk Radio > Public Radio,161474,56692
4496606,South Africa,Interest > Business > Large Business,160232,74266
285640,South Africa,Interest > Food & Drink > Desserts and Baking,160219,50957
2659917,South Africa,Interest > Insurance,159326,78986
4766032,South Africa,Interest > Talk Radio > Educational Radio,158352,27431
716784,South Africa,Interest > Auto Type > Classic Cars,157897,67140
1199265,South Africa,Interest > Movies > Documentary Movies,157712,48208
2531408,South Africa,Interest > Industries > Information Services Industry,157433,70221
3080861,South Africa,Interest > Insurance > Life Insurance,156004,77714
3473083,South Africa,Interest > Books and Literature > Comics and Graphic Novels,155305,49948
2426264,South Africa,Interest > Video Gaming,155146,62811
1238586,South Africa,Interest > Hobbies & Interests > Magic and Illusion,154153,42370
200656,South Africa,Interest > Events and Attractions > Party Supplies and Decorations,153254,44867
4378642,South Africa,Interest > Beauty,152704,42703
375079,South Africa,Interest > Travel Type > Road Trips,152544,52256
2433913,South Africa,Interest > Auto Body Styles > Sedan,152355,54392
1189860,South Africa,Interest > Food & Drink > Barbecues and Grilling,151785,61986
400779,South Africa,Interest > Computer Software and Applications > Video Software,150926,33893
826392,South Africa,Interest > College Sports > College Baseball,149594,67873
3252219,South Africa,Interest > Auto Body Styles > Commercial Trucks,149470,65683
1347022,South Africa,Interest > Movies > Romance Movies,149144,36225
3588575,South Africa,Interest > Home & Garden > Home Appliances,148648,18491
1177116,South Africa,Interest > Women's Clothing > Women's Business Wear,147522,61548
3434919,South Africa,Interest > Insurance > Health Insurance,147120,74687
3741912,South Africa,Interest > Industries > Metals Industry,147082,78854
333711,South Africa,Interest > Fine Art,145964,51825
3164099,South Africa,Interest > Automotive > Auto Parts,144796,71953
2768518,South Africa,Interest > Personal Finance > Frugal Living,144733,62947
3099412,South Africa,Interest > Women's Accessories > Women's Hats and Scarves,144628,45438
2897190,South Africa,Interest > Insurance > Home Insurance,144233,71489
2774869,South Africa,Interest > Auto Type > Green Vehicles,143723,69447
3305970,South Africa,Interest > Music and Audio > Urban Contemporary Music,143144,61174
1725659,South Africa,Interest > Books and Literature > Art and Photography Books,142131,54285
1003697,South Africa,Interest > Auto Body Styles > Microcar,140304,46386
4036754,South Africa,Interest > Extreme Sports,140272,48152
3442256,South Africa,Interest > Technology & Computing > Artificial Intelligence,139880,57732
2589442,South Africa,Interest > Travel Type > Day Trips,139660,34882
1584363,South Africa,Interest > Religion & Spirituality > Sikhism,139442,59100
2456050,South Africa,Interest > Events and Attractions > Museums & Galleries,139203,49780
4295898,South Africa,Interest > Industries > Financial Industry,139049,78319
3580370,South Africa,Interest > Talk Radio > News/Talk Radio,138993,44692
1732835,South Africa,Interest > Healthy Living > Women's Health,138734,63126
2617654,South Africa,Interest > Pets > Pet Adoptions,137769,64087
66904,South Africa,Interest > Video Game Genres > Educational Video Games,137443,45982
2302363,South Africa,Interest > Automotive > Car Culture,135392,67929
2711003,South Africa,Interest > Events and Attractions > Religious Events,134935,45945
4089515,South Africa,Interest > Personal Finance > Retirement Planning,133038,59739
4163879,South Africa,Interest > College Sports > College Basketball,132872,63616
1904935,South Africa,Interest > Healthy Living > Children's Health,132146,61553
2400777,South Africa,Interest > Parenting > Adoption and Fostering,132133,62003
1938329,South Africa,Interest > Personal Celebrations & Life Events > Graduation,131252,59952
4001462,South Africa,Interest > Sexual Health,131123,54306
3792516,South Africa,Interest > Diseases and Conditions > Foot Health,131050,68807
4029372,South Africa,Interest > Sexual Health > Sexual Conditions,130774,54241
3009880,South Africa,Interest > Music and Audio > Hip Hop Music,130308,40758
245054,South Africa,Interest > Internet > Search,130111,36668
1848440,South Africa,Interest > Music and Audio > Country Music,129014,53291
127780,South Africa,Interest > College Education,128947,57225
956907,South Africa,Interest > Diseases and Conditions > Lung and Respiratory Health,128932,50805
4074331,South Africa,Interest > Women's Accessories > Women's Handbags and Wallets,127369,44449
2334047,South Africa,Interest > Computer Software and Applications > Shareware and Freeware,127215,32266
4201940,South Africa,Interest > Sports > Hunting and Shooting,126786,57695
4469552,South Africa,Interest > Business Banking & Finance > Venture Capital,126413,51280
2324580,South Africa,Interest > Travel Type > Budget Travel,126287,31086
3954925,South Africa,Interest > Sports > Badminton,124835,50044
2158495,South Africa,Interest > Music and Audio > Dance and Electronic Music,123306,45058
4802517,South Africa,Interest > Books and Literature > Young Adult Literature,121101,60775
4422863,South Africa,Interest > Personal Debt,120931,55890
4772911,South Africa,Interest > Food & Drink > Cooking,120909,46167
3485297,South Africa,Interest > Healthy Living > Men's Health,120878,51795
4469458,South Africa,Interest > Industries > Media Industry,119630,66135
1435028,South Africa,Interest > Internet > Email,119613,45396
1215203,South Africa,Interest > Auto Body Styles > Van,119216,65610
2996670,South Africa,Interest > College Education > Undergraduate Education,119004,51584
876255,South Africa,Interest > Industries > Civil Engineering Industry,118926,61025
4009253,South Africa,Interest > Medical Health > Medical Tests,117679,56932
489409,South Africa,Interest > Games and Puzzles > Roleplaying Games,117033,35061
2821543,South Africa,Interest > Extreme Sports > Waterskiing and Wakeboarding,116852,41754
308168,South Africa,Interest > Books and Literature > Travel Books,114844,32983
3290256,South Africa,Interest > Arts and Crafts,114814,31654
4268228,South Africa,Interest > Industries > Environmental Services Industry,114691,46710
2672944,South Africa,Interest > Automotive > Auto Buying and Selling,113169,61061
1167141,South Africa,Interest > Automotive > Auto Shows,111819,37330
731760,South Africa,Interest > Sports > Boxing,111058,37225
3320412,South Africa,Interest > Events and Attractions > Nightclubs,110974,40997
1072541,South Africa,Interest > Consumer Electronics,110626,40881
3701206,South Africa,Interest > Events and Attractions > Amusement and Theme Parks,110389,41745
3025041,South Africa,Interest > Travel,110210,30598
3132661,South Africa,Interest > Auto Body Styles > Off-Road Vehicles,109021,64583
963292,South Africa,Interest > Fine Art > Fine Art Photography,107480,36971
4175207,South Africa,Interest > Diseases and Conditions > Cold and Flu,107467,55100
834067,South Africa,Interest > Medical Health > Cosmetic Medical Services,107411,43904
3904713,South Africa,Interest > Pets > Cats,107383,40575
1377949,South Africa,Interest > Computing,106793,53776
547436,South Africa,Interest > Automotive > Auto Recalls,106626,46272
2317887,South Africa,Interest > Video Gaming > Mobile Games,105916,49926
4618142,South Africa,Interest > Food & Drink > Food Allergies,105753,30000
2694742,South Africa,Interest > Education > Special Education,104925,60001
2019055,South Africa,Interest > Video Gaming > PC Games,104019,49344
1862496,South Africa,Interest > Reproductive Health,103920,39896
722960,South Africa,Interest > Music and Audio > Inspirational/New Age Music,103671,35942
2224245,South Africa,Interest > Beauty > Natural and Organic Beauty,102033,29671
540677,South Africa,Interest > Diseases and Conditions > Mental Health,100800,44282
4607828,South Africa,Interest > Video Gaming > Console Games,98181,44407
761211,South Africa,Interest > Equine Sports,97341,37769
2092466,South Africa,Interest > Diseases and Conditions > Brain and Nervous System Disorders,97147,35562
2832574,South Africa,Interest > Music and Audio > Adult Album Alternative,96690,34969
1221486,South Africa,Interest > Equine Sports > Horse Racing,96584,37457
514484,South Africa,Interest > News and Politics > Disasters,96301,38173
1140302,South Africa,Interest > Shopping > Children's Games and Toys,95950,36796
3786267,South Africa,Interest > Reproductive Health > Pregnancy,95496,37429
4599353,South Africa,Interest > Personal Care > Bath and Shower,94975,33052
4508377,South Africa,Interest > Sports > Sports Equipment,94714,23773
4121569,South Africa,Interest > Industries > Power and Energy Industry,93800,49969
3899297,South Africa,Interest > Travel > Travel Preparation and Advice,93027,25020
4527854,South Africa,Interest > Diseases and Conditions > Diabetes,91849,26913
4138970,South Africa,Interest > Content Production,91003,31953
1471798,South Africa,Interest > Movies > Animation Movies,90637,19497
2024501,South Africa,Interest > Personal Debt > Student Loans,90599,43748
4576352,South Africa,Interest > Medical Health > Pharmaceutical Drugs,89776,42525
2376538,South Africa,Interest > Computing > Information and Network Security,88729,46404
4686795,South Africa,Interest > Travel Locations > Polar Travel,86997,26905
1359867,South Africa,Interest > Religion & Spirituality > Atheism,86840,33199
1449083,South Africa,Interest > Extreme Sports > Surfing and Bodyboarding,86420,32861
1621707,South Africa,Interest > Personal Debt > Credit Cards,84996,40900
3559607,South Africa,Interest > Industries > Management Consulting Industry,84954,47851
2061730,South Africa,Interest > Family and Relationships > Eldercare,84554,47255
2338783,South Africa,Interest > Healthy Living > Senior Health,84543,48221
4724763,South Africa,Interest > Business > Green Solutions,84540,47470
2746048,South Africa,Interest > Consumer Issues,84531,28036
1898392,South Africa,Interest > Insurance > Travel Insurance,84308,43012
2761642,South Africa,Interest > Collecting,83859,35597
2977891,South Africa,Interest > Personal Care > Oral care,83311,37802
2883979,South Africa,Interest > Consumer Issues > Recalls,82354,27460
3276510,South Africa,Interest > Shopping > Household Supplies,81876,31406
